Threshold,TPR,FDR,FTA,Lead Time
0.1,0.9444444444444444,0.9023285945956077,0.24346465813791474,-1.3670750661375661
0.15000000000000002,0.9444444444444444,0.8836932575490544,0.26514562707479183,-1.2964029431216932
0.20000000000000004,0.9444444444444444,0.8735049711237948,0.2875917182581139,-1.0594422398589065
0.25000000000000006,0.925925925925926,0.8576222131258029,0.30238858923508866,-0.9252006172839509
0.30000000000000004,0.925925925925926,0.8340058071542995,0.320738874488277,-0.8237639623750735
0.3500000000000001,0.925925925925926,0.8150364695123397,0.3401234601631195,-0.7101357560568087
0.40000000000000013,0.925925925925926,0.7780092367381372,0.3570699738854872,-0.4690790343915344
0.45000000000000007,0.925925925925926,0.7707034592202057,0.369292466732728,-0.25853395061728396
0.5000000000000001,0.925925925925926,0.7522465294657809,0.384690632390418,-0.18152483833039387
0.5500000000000002,0.9074074074074073,0.7543064308148039,0.397391471626465,-0.15731187536743096
0.6000000000000002,0.9166666666666666,0.7214326653134134,0.4036210630929903,-0.019385655496766605
0.6500000000000001,0.9126984126984128,0.72924717284929,0.4147009354805997,0.059792768959435624
0.7000000000000002,0.8888888888888888,0.724364821156265,0.42410960803944897,0.06152731013842125
0.7500000000000002,0.8888888888888888,0.7185093961217743,0.4437046719978295,0.18102398251521057
0.8000000000000002,0.8968253968253967,0.6899030354952393,0.45720842192333844,0.5576969422485727
0.8500000000000002,0.9027777777777778,0.6658098115334957,0.5005423622989222,0.8983151709401709
0.9000000000000002,0.8798480083857442,0.595164916611141,0.5559265300692134,1.0584415584415585
0.9500000000000003,0.36826599326599324,0.8301190476190476,0.5779605263157894,0.5328703703703703
