Threshold,TPR,FDR,FTA,Lead Time
0.05,0.9074074074074073,0.8375273933626338,0.34439778543982236,-0.6016416813639036
0.1,0.9074074074074073,0.8295707366138305,0.3588526405951087,-0.5583416005291005
0.15000000000000002,0.9074074074074073,0.8217081449469267,0.3751151720281305,-0.420775462962963
0.2,0.9074074074074073,0.8194983096936131,0.38829547462831066,-0.4073032407407407
0.25,0.9074074074074073,0.8150656793474198,0.398633711020272,-0.40004464285714286
0.3,0.9074074074074073,0.8007366422455937,0.4086031152133536,-0.3491021825396825
0.35000000000000003,0.9074074074074073,0.7840609430459865,0.4187661744545725,-0.27428406084656076
0.4,0.9074074074074073,0.78326572290243,0.4314011493497165,-0.19298500881834213
0.45,0.9259259259259258,0.7739428449279221,0.4387071921726663,-0.02217078189300413
0.5,0.9259259259259258,0.7637392972913059,0.45087148182803616,0.050507054673721345
0.55,0.9259259259259258,0.7396032326337703,0.46741966559731196,0.09903221889936868
0.6000000000000001,0.9259259259259258,0.7120767483375574,0.48130615670475785,0.10917011732229123
0.6500000000000001,0.9074074074074073,0.7036027981680156,0.49385552817653505,0.09537710015780193
0.7000000000000001,0.9074074074074073,0.695980077752856,0.5176121002220572,0.17274397413286302
0.7500000000000001,0.909495962127541,0.6954324724239979,0.5547227110117459,0.32966753303010615
0.8,0.9018518518518519,0.6718220022047774,0.6177653013466801,0.48721456418824843
0.8500000000000001,0.8872737399053189,0.6276138539143434,0.6706422062910593,0.72434670781893
0.9000000000000001,0.8507936507936509,0.5379160131554113,0.743737976409335,0.6774076394690429
0.9500000000000001,0.806280193236715,0.5455223424414695,0.8033745524792951,0.49382956549623214
